country,iso_code,year,region,income_group,crop,area_harvested_ha,production_tonnes,yield_kg_ha,fertilizer_use_kg_ha,irrigation_pct,avg_temp_weather,avg_min_temp,avg_max_temp,avg_precipitation,avg_rain,avg_transp,annual_gdd,annual_precip_total,daily_precip_sd,extreme_hot_days,extreme_cold_days,extreme_temp_days,daily_precip_cv,extreme_hot32_days,extreme_hot35_days
Argentina,ARG,2023,South America,Upper middle income,Wheat,2052350,12397962.59,6040.86,187.15,34.2,16.6436,11.3658,22.5068,1.3364,1.3364,4.315,2684.65,487.8,5.1033,69,5,74,3.8186,38,17
Thailand,THA,2020,Southeast Asia,Upper middle income,Soybeans,3085973,15855357.25,5137.88,121.87,22.8,27.2489,23.3872,31.6694,4.7413,4.7413,4.2316,6415.35,1735.3,9.0819,282,0,282,1.9155,153,34
United Kingdom,GBR,2021,Europe,High income,Soybeans,1530877,8530918.0,5572.57,193.33,30.0,7.1342,4.2255,9.8677,4.9819,4.4156,1.282,398.05,1818.4,8.4019,0,83,83,1.6865,0,0
Turkey,TUR,2018,Middle East,Upper middle income,Maize,1204895,8751742.1,7263.49,137.88,19.4,12.3518,6.9214,18.0233,1.0833,0.866,3.5915,1743.95,395.4,2.496,21,67,88,2.3041,10,0
France,FRA,2016,Europe,High income,Rice,985750,7408326.81,7515.42,181.02,28.2,11.056,7.5044,14.9645,2.2538,2.2249,2.1705,1198.5,824.9,4.3416,12,28,40,1.9263,6,0
Germany,DEU,2022,Europe,High income,Maize,3954702,56866441.02,14379.45,239.97,47.4,10.4773,6.1068,14.8255,1.5142,1.3753,2.3019,1223.3,552.7,2.9227,7,71,78,1.9302,6,1
Mali,MLI,2019,Sub-Saharan Africa,Low income,Wheat,621712,2489869.13,4004.86,36.86,14.3,28.126,21.6408,34.7096,0.1984,0.1984,8.0509,6633.95,72.4,1.3155,269,0,269,6.6322,234,199
Ethiopia,ETH,2018,Sub-Saharan Africa,Low income,Soybeans,573209,1322880.05,2307.85,29.44,9.8,23.4375,18.2334,29.6611,1.1244,1.1244,5.5079,5090.75,410.4,2.5684,167,0,167,2.2843,56,0
Argentina,ARG,2021,South America,Upper middle income,Rice,1900845,16012003.86,8423.62,98.52,16.5,16.4764,11.6022,22.014,1.3033,1.3014,4.0541,2627.85,475.7,4.0011,55,3,58,3.07,35,9
India,IND,2021,South Asia,Lower middle income,Wheat,2234788,11306979.54,5059.53,69.73,20.6,27.149,22.2748,32.5912,3.0644,3.0644,4.6325,6363.05,1118.5,7.6058,272,0,272,2.482,151,93
Bangladesh,BGD,2015,South Asia,Lower middle income,Rice,371631,1744453.71,4694.05,87.91,18.8,25.3162,21.9564,29.3537,5.6416,5.6416,3.4115,5714.1,2059.2,10.1981,173,0,173,1.8076,72,0
Tanzania,TZA,2016,Sub-Saharan Africa,Low income,Maize,41499,314951.75,7589.38,24.44,10.8,22.6699,17.3391,28.1907,1.8074,1.8074,5.3889,4671.95,661.5,4.9701,92,0,92,2.7499,27,0
Argentina,ARG,2023,South America,Upper middle income,Rice,1214768,9490689.64,7812.76,107.12,33.7,16.6436,11.3658,22.5068,1.3364,1.3364,4.315,2684.65,487.8,5.1033,69,5,74,3.8186,38,17
Nepal,NPL,2020,South Asia,Low income,Maize,743756,4637746.61,6235.58,27.28,13.2,13.0191,9.4276,16.5265,13.9675,13.9667,2.4711,1491.65,5112.1,21.2437,0,16,16,1.5209,0,0
United Kingdom,GBR,2023,Europe,High income,Wheat,1771752,14298147.3,8070.06,249.25,39.3,7.6003,4.694,10.4852,5.1819,4.9079,1.3306,396.4,1891.4,7.7772,0,60,60,1.5008,0,0
South Africa,ZAF,2015,Sub-Saharan Africa,Upper middle income,Soybeans,2838183,9692754.05,3415.13,89.82,18.3,19.194,11.7247,26.3444,0.5644,0.5644,6.1469,3390.5,206.0,2.3712,132,4,136,4.2014,102,48
Nepal,NPL,2018,South Asia,Low income,Soybeans,93560,,2782.36,25.46,9.9,13.0745,9.3123,16.6227,13.9115,13.9107,2.5108,1400.15,5077.7,24.4443,0,8,8,1.7571,0,0
Japan,JPN,2018,East Asia,High income,Wheat,1215626,8417286.54,6924.24,246.47,10.1,9.9082,5.8578,14.7762,4.4756,4.1068,2.5323,1486.3,1633.6,9.6832,3,111,114,2.1636,0,0
Mexico,MEX,2023,Central America,Upper middle income,Rice,4161845,33641468.19,8083.31,134.92,36.6,19.2373,11.9416,27.0167,0.6688,0.6688,5.7268,3467.95,244.1,2.5293,103,1,104,3.7821,34,8
France,FRA,2015,Europe,High income,Maize,3245402,23966473.81,7384.75,197.52,46.1,11.7351,8.0285,15.7419,1.5115,1.4567,2.3982,1353.55,551.7,3.2162,19,37,56,2.1278,5,3
China,CHN,2022,East Asia,Upper middle income,Rice,3989017,26111084.72,6545.74,108.81,30.9,9.2342,3.7841,15.4315,1.1975,1.0964,3.1404,1399.3,437.1,3.4377,21,129,150,2.8707,5,0
Pakistan,PAK,2019,South Asia,Lower middle income,Rice,2658010,15187551.69,5713.88,88.06,23.2,19.3323,13.3488,25.1825,0.9559,0.9553,4.6281,3631.35,348.9,2.7939,142,34,176,2.9228,108,57
Japan,JPN,2020,East Asia,High income,Maize,3869967,37263559.34,9628.91,230.64,,9.9795,6.0784,14.7268,4.8161,4.2292,2.3959,1447.75,1762.7,9.8478,3,122,125,2.0448,0,0
Indonesia,IDN,2017,Southeast Asia,Lower middle income,Wheat,3623293,16137171.65,4453.73,97.84,29.4,25.6304,22.9997,29.9627,12.0337,12.0337,3.2431,6015.65,4392.3,10.4717,187,0,187,0.8702,32,0
Uganda,UGA,2021,Sub-Saharan Africa,Low income,Wheat,874803,3488211.3,3987.42,31.53,11.9,23.6367,18.6964,29.5775,2.3337,2.3337,4.571,5160.0,851.8,4.2071,160,0,160,1.8028,68,1
Turkey,TUR,2015,Middle East,Upper middle income,Wheat,4155833,20889616.47,5026.58,102.24,36.3,10.5238,4.5436,16.7734,1.1907,0.9389,3.2766,1563.9,434.6,2.837,42,132,174,2.3826,18,1
Ethiopia,ETH,2018,Sub-Saharan Africa,Low income,Wheat,2557011,14444205.84,5648.86,29.19,7.3,23.4375,18.2334,29.6611,1.1244,1.1244,5.5079,5090.75,410.4,2.5684,167,0,167,2.2843,56,0
India,IND,2018,South Asia,Lower middle income,Maize,205971,1530791.79,7432.07,64.12,21.3,27.3666,22.2866,33.0649,3.0104,3.0104,4.8552,6451.65,1098.8,10.3204,253,0,253,3.4282,183,105
South Korea,KOR,2016,East Asia,High income,Rice,3135719,27346814.47,8721.07,190.31,16.4,11.7421,7.9852,16.1637,3.1066,3.0227,2.5053,1989.95,1137.0,10.3181,24,103,127,3.3214,6,0
Morocco,MAR,2017,North Africa,Lower middle income,Maize,3732039,33083931.45,8864.84,63.58,14.1,20.5436,13.7564,28.1353,0.6912,0.6912,5.0572,4028.55,252.3,2.5019,166,0,166,3.6195,126,81
Philippines,PHL,2022,Southeast Asia,Lower middle income,Wheat,982561,4839998.4,4925.9,92.57,22.9,27.5696,26.2477,28.6792,7.1901,7.1901,4.3945,6374.15,2624.4,10.3744,22,0,22,1.4429,0,0
Argentina,ARG,2022,South America,Upper middle income,Rice,3038616,27912512.75,9185.93,127.76,52.5,15.9304,10.886,21.5605,1.6841,1.6838,4.2612,2482.6,614.7,5.8173,58,7,65,3.4542,40,13
China,CHN,2016,East Asia,Upper middle income,Wheat,1040684,5492738.47,5278.01,124.81,15.8,9.5268,4.2421,15.424,1.1279,1.006,3.2354,1510.05,412.8,2.8941,30,130,160,2.566,10,0
Australia,AUS,2017,Oceania,High income,Maize,271831,3994771.01,14695.79,189.46,28.8,22.9422,15.9337,29.5307,0.3595,0.3595,6.7579,4648.65,131.2,1.7911,175,0,175,4.983,147,107
China,CHN,2021,East Asia,Upper middle income,Rice,2442313,19785623.18,8101.18,84.33,9.9,8.8304,3.4762,14.834,1.1789,1.0704,3.1058,1294.0,430.3,3.2601,12,142,154,2.7654,3,0
"Korea, Republic of",KOR,2020,East Asia,High income,Wheat,994036,7358545.46,7402.7,,59.8,10.5025,6.7281,14.9268,4.5612,4.4607,2.3898,1594.2,1669.4,15.2039,2,112,114,3.3333,0,0
Indonesia,IDN,2015,Southeast Asia,Lower middle income,Maize,2667211,20140177.49,7551.03,79.69,25.5,25.7844,22.9521,30.0926,7.2638,7.2638,3.4661,6030.65,2651.3,7.7668,191,0,191,1.0692,53,0
Morocco,MAR,2022,North Africa,Lower middle income,Maize,5095008,41908023.4,8225.31,117.19,,20.6101,13.7496,28.089,0.9433,0.9425,4.9191,3989.05,344.3,3.5334,145,0,145,3.7459,113,76
Kenya,KEN,2016,Sub-Saharan Africa,Low income,Maize,1541428,6162171.34,3997.7,26.0,8.8,23.3205,18.791,28.3863,1.5656,1.5656,4.6551,4973.45,573.0,3.5052,71,0,71,2.2389,10,0
Nepal,NPL,2019,South Asia,Low income,Soybeans,859933,2546076.21,2960.78,20.49,5.8,13.1301,9.3658,16.703,12.4677,12.4342,2.6228,1518.05,4550.7,21.125,0,19,19,1.6944,0,0
Morocco,MAR,2020,North Africa,Lower middle income,Rice,4394933,26807521.43,6099.64,85.96,20.7,19.7907,13.2331,27.0336,1.2604,1.2604,4.6356,3731.2,461.3,4.7176,136,0,136,3.743,114,72
Kenya,KEN,2017,Sub-Saharan Africa,Low income,Rice,1215438,5781658.35,4756.85,18.37,8.2,25.1364,20.5082,30.874,1.5129,1.5129,5.1802,5727.25,552.2,3.5291,234,0,234,2.3327,102,1
Vietnam,VNM,2020,Southeast Asia,Lower middle income,Soybeans,3576086,8799605.62,2460.68,62.83,25.6,22.2336,18.729,27.2795,5.1279,5.1279,3.9207,4759.55,1876.8,12.3804,55,0,55,2.4143,21,1
Germany,DEU,2016,Europe,High income,Rice,3815789,39025504.8,10227.37,121.77,43.8,9.7787,6.1628,13.2514,1.5891,1.4923,1.8959,1128.85,581.6,2.8673,8,74,82,1.8044,1,0
Thailand,THA,2023,Southeast Asia,Upper middle income,Wheat,1864293,13312339.42,7140.69,132.47,27.8,27.0688,23.1745,31.7389,4.9145,4.9145,4.4016,6371.7,1793.8,8.2146,287,0,287,1.6715,133,42
Philippines,PHL,2020,Southeast Asia,Lower middle income,Rice,883559,5366446.72,6073.67,65.3,26.4,27.6497,26.5525,28.6342,8.459,8.459,4.2719,6439.15,3096.0,16.4682,40,0,40,1.9468,0,0
Philippines,PHL,2017,Southeast Asia,Lower middle income,Maize,4557588,25116317.61,5510.88,70.28,31.2,27.4233,26.4386,28.3455,7.1499,7.1499,4.1786,6348.1,2609.7,11.0177,14,0,14,1.541,0,0
Ukraine,UKR,2015,Europe,Lower middle income,Rice,1506589,9189616.91,6099.62,73.19,22.4,10.5,6.5107,14.3948,1.2597,1.14,2.5424,1582.4,459.8,3.0289,24,94,118,2.4044,11,0
Australia,AUS,2021,Oceania,High income,Wheat,4278742,36707110.01,8578.95,182.16,29.9,22.0468,15.2403,28.4674,0.6992,0.6992,6.5512,4331.45,255.2,3.6932,154,0,154,5.2823,120,85
Nigeria,NGA,2017,Sub-Saharan Africa,Lower middle income,Wheat,2798643,16886092.79,6033.67,101.99,23.1,26.0586,21.754,31.2277,3.5178,3.5178,4.7537,6019.15,1284.0,6.8162,220,0,220,1.9376,179,44
Japan,JPN,2019,East Asia,High income,Rice,307160,3595948.74,11707.09,147.76,45.4,9.6575,5.6378,14.4304,4.6838,4.1885,2.4207,1413.65,1709.6,14.2166,0,127,127,3.0353,0,0
Australia,AUS,2022,Oceania,High income,Soybeans,738646,5184847.35,7019.39,210.23,60.4,21.7978,15.2425,28.1512,0.8419,0.8419,6.2772,4279.45,307.3,4.0053,153,0,153,4.7574,126,77
Viet Nam,VNM,2018,Southeast Asia,Lower middle income,Wheat,3046667,,5383.46,68.61,,21.7742,18.5145,26.5792,4.4496,4.4496,3.7092,4579.6,1624.1,8.4925,31,0,31,1.9086,6,1
Australia,AUS,2018,Oceania,High income,Maize,717403,9785842.6,13640.65,274.84,32.7,23.106,15.8951,29.7466,0.2997,0.2997,7.0671,4685.8,109.4,1.9478,189,0,189,6.4986,163,102
Thailand,THA,2018,Southeast Asia,Upper middle income,Wheat,1407198,8405257.04,5973.05,128.46,40.9,26.6553,23.1781,30.9016,4.7893,4.7893,3.8562,6219.55,1748.1,7.2886,260,0,260,1.5218,89,10
United States,USA,2017,North America,High income,Maize,2316388,32259862.26,13926.8,273.93,30.3,12.8419,7.6811,18.3195,1.6756,1.5973,3.5944,2194.4,611.6,4.8415,49,92,141,2.8894,35,10
Vietnam,VNM,2023,Southeast Asia,Lower middle income,Maize,1948415,11232377.78,5764.88,77.21,34.0,22.14,18.8268,27.1679,4.4036,4.4036,3.8249,4744.05,1607.3,7.0257,44,0,44,1.5955,11,0
Bangladesh,BGD,2017,South Asia,Lower middle income,Soybeans,2655215,7786178.78,2932.41,64.13,16.0,25.0389,21.411,29.5205,7.5904,7.5904,3.3558,5645.0,2770.5,12.9937,180,0,180,1.7119,72,0
Thailand,THA,2023,Southeast Asia,Upper middle income,Soybeans,1338635,6333481.65,4731.3,134.06,17.2,27.0688,23.1745,31.7389,4.9145,4.9145,4.4016,6371.7,1793.8,8.2146,287,0,287,1.6715,133,42
South Korea,KOR,2016,East Asia,High income,Wheat,1606522,9473210.82,5896.72,142.99,41.9,11.7421,7.9852,16.1637,3.1066,3.0227,2.5053,1989.95,1137.0,10.3181,24,103,127,3.3214,6,0
Indonesia,IDN,2015,Southeast Asia,Lower middle income,Soybeans,4818406,15476556.03,3211.97,82.27,27.0,25.7844,22.9521,30.0926,7.2638,7.2638,3.4661,6030.65,2651.3,7.7668,191,0,191,1.0692,53,0
France,FRA,2023,Europe,High income,Wheat,923582,6167026.79,6677.29,268.63,66.8,12.06,8.0285,16.4353,2.726,2.6526,2.3817,1489.1,995.0,4.8998,15,46,61,1.7974,5,0
Tanzania,TZA,2020,Sub-Saharan Africa,Low income,Maize,1839537,11216096.94,6097.24,25.76,7.6,22.0981,17.4839,27.3448,3.3847,3.3847,4.7167,4543.65,1238.8,6.8578,58,0,58,2.0261,8,0
Egypt,EGY,2019,North Africa,Lower middle income,Rice,4634531,29723091.84,6413.4,71.34,10.9,22.5145,16.4814,28.2668,0.0342,0.0342,6.9374,4527.95,12.5,0.447,182,0,182,13.0516,155,95
Japan,JPN,2017,East Asia,High income,Maize,101522,996375.99,9814.38,108.49,50.5,8.9512,5.0907,13.6732,4.2049,3.6849,2.4238,1335.4,1534.8,8.9349,0,140,140,2.1249,0,0
Brazil,BRA,2022,South America,Upper middle income,Maize,1959884,18999480.85,9694.19,114.65,29.6,26.0129,20.8134,32.4658,3.6063,3.6063,4.6329,6073.45,1316.3,7.4459,295,0,295,2.0647,223,63
Bangladesh,BGD,2019,South Asia,Lower middle income,Soybeans,3182857,10865373.12,3413.72,85.67,11.7,25.0901,21.2162,29.8995,4.334,4.334,3.4932,5678.6,1581.9,8.3255,197,0,197,1.921,101,16
Vietnam,VNM,2016,Southeast Asia,Lower middle income,Maize,639184,4241813.78,6636.3,63.36,17.3,23.2623,20.2432,27.7574,4.6844,4.6844,3.6424,5124.1,1714.5,8.9984,71,0,71,1.9209,36,5
Nepal,NPL,2015,South Asia,Low income,Wheat,1939633,9305134.47,4797.37,19.79,11.8,11.4559,6.8868,15.3282,14.0359,14.0205,2.5134,1034.4,5123.1,26.6803,0,64,64,1.9009,0,0
Ethiopia,ETH,2020,Sub-Saharan Africa,Low income,Wheat,1737085,5222663.82,3006.57,18.17,11.2,23.3904,18.444,29.1609,1.6153,1.6153,5.1914,5051.7,591.2,3.567,140,0,140,2.2082,47,0
Thailand,THA,2022,Southeast Asia,Upper middle income,Rice,1369116,10256231.72,7491.13,122.09,,26.2071,22.494,30.9099,6.4164,6.4164,4.0748,6096.2,2342.0,9.4416,256,0,256,1.4715,98,11
Morocco,MAR,2021,North Africa,Lower middle income,Wheat,3214419,14197772.59,4416.9,105.92,17.7,19.3414,12.6132,26.6419,1.0425,1.0425,4.5405,3551.75,380.5,3.3722,134,4,138,3.2348,103,63
Thailand,THA,2023,Southeast Asia,Upper middle income,Rice,2608979,20519752.6,7865.05,102.83,39.3,27.0688,23.1745,31.7389,4.9145,4.9145,4.4016,6371.7,1793.8,8.2146,287,0,287,1.6715,133,42
Tanzania,TZA,2023,Sub-Saharan Africa,Low income,Wheat,2036898,9926646.21,4873.41,27.57,4.6,23.1841,17.8312,29.22,2.0751,2.0751,5.3742,4936.85,757.4,5.918,125,0,125,2.852,39,1
Australia,AUS,2015,Oceania,High income,Maize,337226,3728690.0,11056.95,193.08,36.0,22.531,15.5605,28.9545,0.5471,0.5471,6.6599,4483.2,199.7,4.0163,180,0,180,7.3407,167,106
Morocco,MAR,2023,North Africa,Lower middle income,Rice,1642691,11486821.13,6992.69,96.08,29.0,20.3392,13.2485,28.0247,0.7819,0.7819,4.8053,3917.9,285.4,3.0705,145,4,149,3.9268,111,75
Vietnam,VNM,2022,Southeast Asia,Lower middle income,Wheat,4679153,25554850.11,5461.43,77.68,26.9,21.6882,18.3756,26.6534,4.9222,4.9222,3.7016,4567.8,1796.6,8.7082,8,0,8,1.7692,1,0
South Africa,ZAF,2016,Sub-Saharan Africa,Upper middle income,Soybeans,867840,3437923.71,3961.47,,35.4,19.0156,11.7066,26.0956,0.7552,0.7527,6.0201,3320.25,276.4,3.2673,125,5,130,4.3264,99,50
Tanzania,TZA,2019,Sub-Saharan Africa,Low income,Rice,957180,5422460.19,5665.04,30.21,8.0,23.2485,18.1671,29.1181,2.2795,2.2795,5.2228,4979.55,832.0,5.8518,132,0,132,2.5672,33,0
Indonesia,IDN,2019,Southeast Asia,Lower middle income,Maize,2594077,19168786.5,7389.44,86.17,20.1,25.8205,22.8696,30.2649,9.0178,9.0178,3.4647,6047.05,3291.5,9.5426,216,0,216,1.0582,41,0
South Africa,ZAF,2016,Sub-Saharan Africa,Upper middle income,Maize,4289712,44922207.65,10472.08,148.46,28.2,19.0156,11.7066,26.0956,0.7552,0.7527,6.0201,3320.25,276.4,3.2673,125,5,130,4.3264,99,50
United Kingdom,GBR,2018,Europe,High income,Wheat,813874,6403247.82,7867.62,148.58,47.5,6.9362,4.0907,9.6351,5.0605,4.4992,1.2581,357.9,1847.1,7.2078,0,82,82,1.4243,0,0
Thailand,THA,2016,Southeast Asia,Upper middle income,Maize,3940681,37861457.39,9607.85,97.83,43.9,27.4148,23.5516,31.876,4.1459,4.1459,4.2855,6483.25,1517.4,7.9783,274,0,274,1.9244,126,64
United States,USA,2023,North America,High income,Wheat,588782,4420004.71,7507.03,197.0,51.5,12.7293,7.3386,18.5463,1.4058,1.2299,3.6947,2333.1,513.1,4.0063,67,121,188,2.8499,40,18
Canada,CAN,2022,North America,High income,Wheat,2637219,20661439.59,7834.56,245.78,30.2,-0.7266,-5.1775,3.8693,1.0395,0.5811,1.7879,730.15,379.4,2.3371,1,207,208,2.2484,0,0
Philippines,PHL,2023,Southeast Asia,Lower middle income,Wheat,3981730,18852207.33,4734.68,95.3,35.5,27.7288,26.4663,28.8726,5.7329,5.7329,4.5386,6449.35,2092.5,7.9905,51,0,51,1.3938,0,0
Egypt,EGY,2018,North Africa,Lower middle income,Wheat,2949682,15732492.23,5333.62,73.08,32.2,23.029,17.129,28.7723,0.0112,0.0112,6.9665,4727.65,4.1,0.1017,189,0,189,9.0527,156,87
South Korea,KOR,2015,East Asia,High income,Wheat,2306875,18136576.91,7861.97,199.36,29.4,11.5688,7.737,15.9773,2.5822,2.5126,2.5228,1785.65,942.5,6.7092,10,100,110,2.5982,2,0
France,FRA,2020,Europe,High income,Rice,1491371,13392967.7,8980.31,151.88,37.4,12.0265,8.0254,16.323,2.2585,2.232,2.4003,1350.75,826.6,3.8586,15,20,35,1.7085,4,2
Brazil,BRA,2022,South America,Upper middle income,Wheat,4521121,30964986.82,6848.96,126.16,30.6,26.0129,20.8134,32.4658,3.6063,3.6063,4.6329,6073.45,1316.3,7.4459,295,0,295,2.0647,223,63
Canada,CAN,2023,North America,High income,Wheat,4573792,38594905.69,8438.27,195.7,43.3,2.1496,-2.3748,6.6797,1.1868,0.8422,1.8926,870.65,433.2,3.155,0,190,190,2.6583,0,0
Tanzania,TZA,2016,Sub-Saharan Africa,Low income,Rice,2713358,13182548.08,4858.39,20.61,9.4,22.6699,17.3391,28.1907,1.8074,1.8074,5.3889,4671.95,661.5,4.9701,92,0,92,2.7499,27,0
Kenya,KEN,2021,Sub-Saharan Africa,Low income,Rice,2251320,11318986.92,5027.71,21.3,13.6,24.8548,20.1616,30.4512,1.9956,1.9956,5.1437,5586.85,728.4,5.0497,204,0,204,2.5304,90,2
Vietnam,VNM,2021,Southeast Asia,Lower middle income,Rice,3965615,25025456.97,6310.61,75.87,28.1,21.7581,18.5101,26.5093,5.5641,5.5641,3.7045,4566.05,2030.9,10.1993,36,0,36,1.833,8,0
Nigeria,NGA,2020,Sub-Saharan Africa,Lower middle income,Wheat,1227555,4188279.42,3411.89,83.45,26.0,25.7087,21.4995,30.7869,3.6607,3.6607,4.5096,5908.4,1339.8,9.1401,220,0,220,2.4968,153,32
Egypt,EGY,2023,North Africa,Lower middle income,Rice,2236794,14316858.0,6400.62,50.3,21.1,23.1274,16.6512,28.9386,0.0082,0.0082,6.9544,4671.55,3.0,0.0769,183,0,183,9.3622,147,91
Mexico,MEX,2015,Central America,Upper middle income,Soybeans,1796568,8325744.23,4634.25,136.17,24.3,17.3559,11.2518,23.9414,1.831,1.831,4.7045,2777.15,668.3,4.9799,15,1,16,2.7198,3,0
United States,USA,2022,North America,High income,Maize,2270687,30876792.06,13598.0,116.13,38.9,12.3499,6.5586,18.5101,1.2721,1.1526,4.0006,2351.3,464.3,4.1398,80,130,210,3.2544,55,25
India,IND,2016,South Asia,Lower middle income,Soybeans,3899510,11815368.27,3029.96,74.26,41.6,27.5672,22.6811,32.8257,4.1104,4.1104,4.7738,6497.75,1504.4,11.303,225,0,225,2.7499,139,101
Philippines,PHL,2017,Southeast Asia,Lower middle income,Wheat,2687529,,4714.81,81.86,25.1,27.4233,26.4386,28.3455,7.1499,7.1499,4.1786,6348.1,2609.7,11.0177,14,0,14,1.541,0,0
India,IND,2017,South Asia,Lower middle income,Maize,4410792,43400097.38,9839.52,65.2,26.0,27.8523,22.777,33.6055,2.4764,2.4764,5.1363,6639.8,903.9,6.9762,266,0,266,2.817,171,112
Morocco,MAR,2019,North Africa,Lower middle income,Wheat,1857318,10144568.66,5461.94,94.09,17.5,19.1041,12.34,26.534,1.0688,1.0688,4.5992,3457.9,390.1,3.758,135,0,135,3.5162,95,49
Nigeria,NGA,2022,Sub-Saharan Africa,Lower middle income,Rice,1749864,12720019.52,7269.15,105.58,23.7,25.194,20.8827,30.4625,3.8595,3.8595,4.5618,5720.5,1408.7,7.2393,215,0,215,1.8757,136,26
France,FRA,2021,Europe,High income,Soybeans,4640483,,5224.62,193.03,35.6,10.4575,6.7003,14.6145,2.4627,2.3721,2.1119,1094.2,898.9,4.105,4,52,56,1.6668,0,0
Philippines,PHL,2015,Southeast Asia,Lower middle income,Wheat,4214360,21048084.95,4994.37,63.44,36.4,27.2271,26.0589,28.3896,4.1211,4.1211,4.1482,6286.85,1504.2,8.1993,15,0,15,1.9896,0,0
Australia,AUS,2016,Oceania,High income,Rice,2930603,30728231.24,10485.29,92.46,51.2,22.0538,15.5396,28.3609,0.9863,0.9863,6.0591,4387.15,361.0,4.5598,166,0,166,4.623,137,92
Philippines,PHL,2021,Southeast Asia,Lower middle income,Soybeans,171298,549265.36,3206.49,77.97,36.5,27.5263,26.4556,28.5085,7.3099,7.3099,4.2857,6380.95,2668.1,12.6563,11,0,11,1.7314,0,0
United States,USA,2021,North America,High income,Wheat,435847,3794679.74,8706.45,,48.2,13.0627,7.794,18.6436,1.6808,1.5504,3.7544,2368.4,613.5,6.5685,75,94,169,3.9079,49,17
Thailand,THA,2018,Southeast Asia,Upper middle income,Maize,903528,7757800.48,8586.12,106.95,18.4,26.6553,23.1781,30.9016,4.7893,4.7893,3.8562,6219.55,1748.1,7.2886,260,0,260,1.5218,89,10
China,CHN,2019,East Asia,Upper middle income,Soybeans,2962170,12580635.4,4247.1,,26.5,8.3756,3.2093,14.1729,1.5405,1.4345,2.8797,1158.15,562.3,5.0346,3,143,146,3.268,1,0
Bangladesh,BGD,2019,South Asia,Lower middle income,Rice,2911740,21475904.06,7375.63,100.29,17.2,25.0901,21.2162,29.8995,4.334,4.334,3.4932,5678.6,1581.9,8.3255,197,0,197,1.921,101,16
Mali,MLI,2022,Sub-Saharan Africa,Low income,Maize,2428249,16759014.59,6901.69,21.64,8.6,28.3625,21.8107,34.9501,0.1973,0.1973,8.1285,6708.85,72.0,1.2698,295,0,295,6.4372,258,189
Philippines,PHL,2023,Southeast Asia,Lower middle income,Maize,57134,409244.97,7162.9,84.2,31.9,27.7288,26.4663,28.8726,5.7329,5.7329,4.5386,6449.35,2092.5,7.9905,51,0,51,1.3938,0,0
Bangladesh,BGD,2020,South Asia,Lower middle income,Maize,108796,859845.1,7903.28,88.93,25.9,24.9801,21.1432,29.7128,5.6139,5.6139,3.4305,5646.65,2054.7,9.8605,203,0,203,1.7564,94,12
Tanzania,TZA,2017,Sub-Saharan Africa,Low income,Maize,543048,3653911.31,6728.52,29.05,10.9,23.4392,18.3244,29.2923,1.3351,1.3351,5.503,5040.05,487.3,3.2491,142,0,142,2.4337,36,0
United States,USA,2017,North America,High income,Wheat,3150250,24120076.8,7656.56,191.43,46.0,12.8419,7.6811,18.3195,1.6756,1.5973,3.5944,2194.4,611.6,4.8415,49,92,141,2.8894,35,10
Turkey,TUR,2023,Middle East,Upper middle income,Wheat,4322428,29907884.32,6919.23,125.0,15.4,11.4573,5.8918,17.6822,1.5847,1.3877,3.451,1623.8,578.4,3.5556,41,77,118,2.2438,23,7
Australia,AUS,2022,Oceania,High income,Wheat,2767405,21409275.26,7736.23,217.44,48.8,21.7978,15.2425,28.1512,0.8419,0.8419,6.2772,4279.45,307.3,4.0053,153,0,153,4.7574,126,77
Canada,CAN,2015,North America,High income,Soybeans,4803859,26432573.62,5502.36,190.59,52.8,1.3082,-2.8373,5.5384,1.0197,0.7532,1.9075,755.65,372.2,2.385,0,190,190,2.3388,0,0
India,IND,2023,South Asia,Lower middle income,Soybeans,2958373,11514660.77,3892.23,89.78,23.7,27.3173,22.1712,33.1329,3.211,3.211,4.9701,6443.0,1172.0,8.6904,281,0,281,2.7065,178,96
Morocco,MAR,2016,North Africa,Lower middle income,Wheat,3808876,21219922.79,5571.18,61.42,37.0,17.6669,10.8082,24.8254,1.5036,1.327,4.0462,2944.75,550.3,4.1317,105,6,111,2.7479,79,56
Indonesia,IDN,2022,Southeast Asia,Lower middle income,Maize,587949,3705234.18,6301.97,57.8,22.7,25.6751,22.5773,30.7822,15.1948,15.1948,3.6235,6088.1,5546.1,13.3066,272,0,272,0.8757,76,0
Morocco,MAR,2018,North Africa,Lower middle income,Wheat,3085978,18121974.13,5872.36,95.8,20.9,17.5312,11.7263,24.1608,2.1616,2.1433,3.966,2965.6,789.0,5.7549,93,3,96,2.6623,73,33
Pakistan,PAK,2017,South Asia,Lower middle income,Rice,3554746,23696888.02,6666.27,65.45,18.7,20.0468,13.7625,26.3948,0.697,0.6786,5.0628,3873.7,254.4,2.1718,171,25,196,3.116,123,58
Argentina,ARG,2016,South America,Upper middle income,Wheat,2680875,15940415.81,5945.98,143.34,24.5,15.4309,10.7276,20.5505,1.7497,1.7497,3.7409,2287.95,640.4,4.8424,50,6,56,2.7675,23,5
Philippines,PHL,2015,Southeast Asia,Lower middle income,Maize,1473236,11818687.79,8022.26,75.52,20.2,27.2271,26.0589,28.3896,4.1211,4.1211,4.1482,6286.85,1504.2,8.1993,15,0,15,1.9896,0,0
